LCLid,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min
MAC000071,2011-12-10,0.366,0.48717241379310333,1.86,29,0.39622072392665875,14.127999999999997,0.159
MAC000071,2011-12-11,0.501,0.63783333125,2.3819999999999997,48,0.5668888359719619,30.6159999,0.08800000000000001
MAC000071,2011-12-12,0.21050000000000002,0.3298958333333333,1.011,48,0.24713053141353775,15.834999999999997,0.086
MAC000071,2011-12-13,0.14500000000000002,0.393125,1.932,48,0.4499476860844669,18.87,0.054000000000000006
MAC000071,2011-12-14,0.1635,0.34122916458333324,1.6369999999999998,48,0.35899132718773424,16.378999899999997,0.048
MAC000071,2011-12-15,0.1495,0.3647291666666667,2.201,48,0.47446811159280206,17.507,0.045
MAC000071,2011-12-16,0.153,0.33504166666666674,1.7719999999999998,48,0.38555508248654385,16.082000000000004,0.07
MAC000071,2011-12-17,0.4665,0.66362499375,2.5799999,48,0.6506080032533729,31.8539997,0.077
MAC000071,2011-12-18,0.5355000000000001,0.6390416645833333,2.3329999,48,0.5662646514468231,30.673999900000002,0.054000000000000006
MAC000071,2011-12-19,0.534,0.5103958333333333,1.39,48,0.3503585846737738,24.499,0.092
MAC000071,2011-12-20,0.32599999999999996,0.3936458333333333,1.141,48,0.28997648397562387,18.895,0.08
MAC000071,2011-12-21,0.3555,0.4301041666666668,2.056,48,0.40206706541154613,20.645000000000007,0.043
MAC000071,2011-12-22,0.36350000000000005,0.46918749791666675,1.6230000000000002,48,0.4264816755270647,22.520999900000003,0.07200000000000001
MAC000071,2011-12-23,0.23299999999999998,0.3661458333333334,1.436,48,0.32953300222699633,17.575000000000003,0.051
MAC000071,2011-12-24,0.5385,0.5229583333333333,1.97,48,0.4231362618581524,25.101999999999997,0.054000000000000006
MAC000071,2011-12-25,0.4245,0.6214166729166666,2.9139999999999997,48,0.6330895259573885,29.828000299999996,0.115
MAC000071,2011-12-26,0.262,0.3069583333333334,0.8240000000000001,48,0.2091865662597532,14.734000000000004,0.063
MAC000071,2011-12-27,0.1845,0.56329166875,2.8110001000000002,48,0.6392756267374841,27.0380001,0.057
MAC000071,2011-12-28,0.3125,0.4657291687500001,2.5580001,48,0.5026728113480265,22.355000100000005,0.057999999999999996
MAC000071,2011-12-29,0.14400000000000002,0.19737500000000005,1.044,48,0.19779977249734138,9.474000000000002,0.054000000000000006
MAC000071,2011-12-30,0.14850000000000002,0.15435416666666663,0.231,48,0.023921404626208304,7.408999999999998,0.124
MAC000071,2011-12-31,0.14350000000000002,0.1481458333333333,0.201,48,0.018396333565482065,7.110999999999999,0.124
MAC000071,2012-01-01,0.14300000000000002,0.1465625,0.201,48,0.017519480039403682,7.035000000000001,0.13
MAC000071,2012-01-02,0.156,0.15864583333333335,0.237,48,0.025114621987771434,7.615000000000001,0.128
MAC000071,2012-01-03,0.148,0.16687499999999997,0.785,48,0.09402775167527076,8.009999999999998,0.127
MAC000071,2012-01-04,0.4485,0.6074791666666667,2.4189998999999998,48,0.5316332901053391,29.159,0.096
MAC000071,2012-01-05,0.2795,0.4618958333333334,1.808,48,0.43499807970147597,22.171000000000003,0.07200000000000001
MAC000071,2012-01-06,0.32100000000000006,0.4031875020833335,1.285,48,0.3402806562068494,19.353000100000006,0.057
MAC000071,2012-01-07,0.2625,0.33343750000000005,1.143,48,0.2697487330634969,16.005000000000003,0.065
MAC000071,2012-01-08,0.42150000000000004,0.5474583375,2.052,48,0.50886946619251,26.278000199999997,0.085
MAC000071,2012-01-09,0.2205,0.4390833354166665,2.227,48,0.4779493393934089,21.07600009999999,0.069
MAC000071,2012-01-10,0.1805,0.2786666666666667,1.013,48,0.22865725845459534,13.376000000000001,0.064
MAC000071,2012-01-11,0.23299999999999998,0.42783333333333323,1.71,48,0.4395217581491555,20.535999999999994,0.052000000000000005
MAC000071,2012-01-12,0.14100000000000001,0.36716666666666664,1.9480000000000002,48,0.44028053597065814,17.624,0.06
MAC000071,2012-01-13,0.239,0.3749791666666667,1.5630000000000002,48,0.34964319135207717,17.999000000000002,0.057
MAC000071,2012-01-14,0.1945,0.3492916687499999,2.3670001,48,0.42668834409104295,16.766000099999996,0.081
MAC000071,2012-01-15,0.2455,0.47812500208333325,2.1600001,48,0.4936510005544449,22.950000099999997,0.055
MAC000071,2012-01-16,0.22899999999999998,0.3377499979166667,1.0779999,48,0.27617674202035797,16.211999900000002,0.08800000000000001
MAC000071,2012-01-17,0.221,0.41816666666666663,1.7530000000000001,48,0.39980858895403737,20.072,0.091
MAC000071,2012-01-18,0.361,0.48154166458333325,1.6640000000000001,48,0.383509542786068,23.113999899999996,0.10300000000000001
MAC000071,2012-01-19,0.42300000000000004,0.48650000000000015,1.8730000000000002,48,0.4272278252851432,23.352000000000007,0.051
MAC000071,2012-01-20,0.152,0.35018750000000004,1.742,48,0.36276600841548284,16.809,0.07200000000000001
MAC000071,2012-01-21,0.27949999999999997,0.5104166687500001,3.0940001,48,0.6416297763190391,24.500000100000005,0.045
MAC000071,2012-01-22,0.187,0.46189583541666673,2.033,48,0.5134851020397335,22.171000100000004,0.051
MAC000071,2012-01-23,0.22449999999999998,0.4106875020833334,1.814,48,0.4303429227300981,19.713000100000002,0.054000000000000006
MAC000071,2012-01-24,0.1945,0.4021250020833334,2.408,48,0.46148934286524074,19.302000100000004,0.052000000000000005
MAC000071,2012-01-25,0.1995,0.3773958354166667,1.834,48,0.3721940030239181,18.115000100000003,0.08900000000000001
MAC000071,2012-01-26,0.223,0.5086458312500001,2.5439998999999998,48,0.5778288541121781,24.4149999,0.075
MAC000071,2012-01-27,0.20299999999999999,0.2991666666666667,1.4769999999999999,48,0.2491675786885275,14.360000000000001,0.11199999999999999
MAC000071,2012-01-28,0.23349999999999999,0.4693541625000001,2.0469999,48,0.4633511709989898,22.528999800000005,0.10400000000000001
MAC000071,2012-01-29,0.1975,0.43364583125,2.2609999,48,0.4960324846452255,20.8149999,0.054000000000000006
MAC000071,2012-01-30,0.194,0.3888124979166667,1.9069999,48,0.4688414650364238,18.662999900000003,0.073
MAC000071,2012-01-31,0.27749999999999997,0.5155833312500001,1.757,48,0.46508058152355053,24.747999900000003,0.115
MAC000071,2012-02-01,0.239,0.4459999999999999,2.339,48,0.4760016091515801,21.407999999999994,0.11
MAC000071,2012-02-02,0.20350000000000001,0.3105208354166667,1.8430001,48,0.2978172467485798,14.9050001,0.114
MAC000071,2012-02-03,0.20600000000000002,0.3110416666666666,1.013,48,0.23441942392228668,14.929999999999996,0.114
MAC000071,2012-02-04,0.2935,0.4240833333333332,1.517,48,0.3251788269607142,20.355999999999995,0.12
MAC000071,2012-02-05,0.5559999999999999,0.7670624958333335,2.247,48,0.6704486313215638,36.81899980000001,0.11199999999999999
MAC000071,2012-02-06,0.377,0.5631250020833334,1.8880000000000001,48,0.47612959399760046,27.030000100000002,0.128
MAC000071,2012-02-07,0.20550000000000002,0.33422916666666663,1.24,48,0.2610020167512637,16.043,0.114
MAC000071,2012-02-08,0.253,0.4461666687500001,1.829,48,0.40268441888061685,21.416000100000005,0.11599999999999999
MAC000071,2012-02-09,0.2465,0.4463541645833334,2.2679999,48,0.4375620227121488,21.424999900000003,0.11199999999999999
MAC000071,2012-02-10,0.291,0.5258124979166666,2.1489999,48,0.5076098977092486,25.2389999,0.114
MAC000071,2012-02-11,0.22899999999999998,0.32650000000000007,1.11,48,0.24770401005180492,15.672000000000002,0.11199999999999999
MAC000071,2012-02-12,0.3005,0.48187499999999983,1.39,48,0.3728233638578702,23.129999999999992,0.111
MAC000071,2012-02-13,0.3255,0.5429375,2.3110001000000002,48,0.5186007570273709,26.061,0.109
MAC000071,2012-02-14,0.251,0.47952083750000013,2.2569999999999997,48,0.5360799478713526,23.017000200000005,0.068
MAC000071,2012-02-15,0.21599999999999997,0.3389791666666666,1.2229999999999999,48,0.24907911155305,16.270999999999997,0.098
MAC000071,2012-02-16,0.33299999999999996,0.4225624979166666,1.329,48,0.3251114273995887,20.282999899999997,0.1
MAC000071,2012-02-17,0.29400000000000004,0.39885416874999996,1.7410001,48,0.3528784447332514,19.145000099999997,0.092
MAC000071,2012-02-18,0.179,0.4365416708333334,1.7130001,48,0.4378043450366604,20.954000200000003,0.087
MAC000071,2012-02-19,0.35250000000000004,0.5592708354166664,2.039,48,0.5505474176287752,26.84500009999999,0.111
MAC000071,2012-02-20,0.3195,0.52908333125,2.4549999,48,0.5197721530588093,25.3959999,0.111
MAC000071,2012-02-21,0.197,0.3158541666666668,0.877,48,0.23322201910419066,15.161000000000007,0.075
MAC000071,2012-02-22,0.43400000000000005,0.5667708354166665,2.244,48,0.522823040816658,27.205000099999992,0.09300000000000001
MAC000071,2012-02-23,0.1745,0.3751875,1.5119999999999998,48,0.3557789569710444,18.009,0.09300000000000001
MAC000071,2012-02-24,0.2115,0.3486875000000001,1.609,48,0.3436525432449517,16.737000000000005,0.049
MAC000071,2012-02-25,0.237,0.3555208333333333,1.4630001,48,0.36077422658117997,17.064999999999998,0.05
MAC000071,2012-02-26,0.2395,0.4254375000000001,1.959,48,0.43645817748266486,20.421000000000003,0.08800000000000001
MAC000071,2012-02-27,0.3035,0.5391666687500001,2.543,48,0.571331833146611,25.880000100000004,0.073
MAC000071,2012-02-28,0.1575,0.2975833333333333,1.177,48,0.25821670210934644,14.283999999999999,0.053
MAC000071,2012-02-29,0.1805,0.3879375020833333,1.9579999,48,0.4195977033564039,18.621000099999996,0.057
MAC000071,2012-03-01,0.15150000000000002,0.31616666875000005,2.313,48,0.41812196139488944,15.176000100000001,0.046
MAC000071,2012-03-02,0.174,0.3644166645833334,1.4780000000000002,48,0.3491308807367844,17.491999900000003,0.115
MAC000071,2012-03-03,0.182,0.351875,1.455,48,0.3527625700822918,16.89,0.078
MAC000071,2012-03-04,0.3025,0.58039583125,3.3889998999999995,48,0.7247798938554697,27.8589999,0.053
MAC000071,2012-03-05,0.451,0.6427499958333333,2.28,48,0.5960299248252849,30.851999799999998,0.098
MAC000071,2012-03-06,0.1965,0.26064583333333335,0.892,48,0.18837869166025972,12.511000000000001,0.062
MAC000071,2012-03-07,0.17,0.35470833333333335,1.847,48,0.3675470708504968,17.026,0.054000000000000006
MAC000071,2012-03-08,0.136,0.22060416666666668,0.821,48,0.1955675580701041,10.589,0.047
MAC000071,2012-03-09,0.1375,0.2528541666666666,1.2930000000000001,48,0.2424660528626227,12.136999999999997,0.05
MAC000071,2012-03-10,0.1695,0.39079166874999993,2.2690001,48,0.4929632132558998,18.758000099999997,0.057999999999999996
MAC000071,2012-03-11,0.1765,0.26877083333333335,0.9570000000000001,48,0.22285509456541233,12.901000000000002,0.06
MAC000071,2012-03-12,0.2925,0.4809166666666667,1.9910001,48,0.4723645295533337,23.084000000000003,0.08800000000000001
MAC000071,2012-03-13,0.4135,0.5481041666666667,2.6470001,48,0.5725624856314661,26.309,0.046
MAC000071,2012-03-14,0.1475,0.26966666874999995,1.117,48,0.28530554062877117,12.944000099999998,0.047
MAC000071,2012-03-15,0.16,0.311375,1.5,48,0.2883964193273749,14.946,0.083
MAC000071,2012-03-16,0.167,0.3260833333333333,1.179,48,0.29705962141969855,15.651999999999997,0.057
MAC000071,2012-03-17,0.3395,0.4654583333333333,2.447,48,0.4929327328125148,22.342,0.057999999999999996
MAC000071,2012-03-18,0.16849999999999998,0.26862499999999995,0.904,48,0.22970078826085816,12.893999999999998,0.048
MAC000071,2012-03-19,0.2005,0.35302083333333334,1.2990000000000002,48,0.32463278695357967,16.945,0.07
MAC000071,2012-03-20,0.2355,0.4863958333333333,1.8090000000000002,48,0.4927517498779704,23.346999999999998,0.081
MAC000071,2012-03-21,0.22049999999999997,0.3528125,1.251,48,0.29226930573439985,16.935,0.092
MAC000071,2012-03-22,0.20149999999999998,0.39168750208333325,1.331,48,0.3702384072850756,18.801000099999996,0.094
MAC000071,2012-03-23,0.1605,0.37779166875,2.105,48,0.4820138214251313,18.134000099999998,0.076
MAC000071,2012-03-24,0.1835,0.3968958333333333,2.244,48,0.46070557541266205,19.051,0.05
MAC000071,2012-03-25,0.1385,0.3892500020833333,2.233,48,0.4730357220002508,18.6840001,0.047
MAC000071,2012-03-26,0.1375,0.26195833333333335,1.17,48,0.2597778886249554,12.574,0.049
MAC000071,2012-03-27,0.1395,0.2580625,1.006,48,0.25494842250599997,12.386999999999999,0.049
MAC000071,2012-03-28,0.14950000000000002,0.298375,1.165,48,0.27685810368213554,14.322000000000001,0.07200000000000001
MAC000071,2012-03-29,0.1415,0.198125,0.721,48,0.1395502845389203,9.51,0.08900000000000001
MAC000071,2012-03-30,0.123,0.22545833333333332,1.615,48,0.2770627825258978,10.822,0.047
MAC000071,2012-03-31,0.22699999999999998,0.4267916645833334,2.6659999,48,0.5470346611840082,20.485999900000003,0.065
MAC000071,2012-04-01,0.195,0.4692083291666667,2.2579999,48,0.4917373769745699,22.521999800000003,0.077
MAC000071,2012-04-02,0.142,0.37354166874999994,2.1140001,48,0.4669748333634891,17.930000099999997,0.062
